movie_id,genre,title,genres,review_num,rating_sum,avg_score,post_a,post_b,post_mean
1136,Comedy,Monty Python and the Holy Grail (1974),Comedy,1599,6932,0.8670419011882426,1393.3027020950824,219.50270209508233,0.8639000703216885
2858,Comedy,American Beauty (1999),Comedy|Drama,3428,14800,0.8634772462077013,2966.9027020950825,474.9027020950823,0.8620193048924496
1223,Comedy,"Grand Day Out, A (1992)",Animation|Comedy,473,2063,0.8723044397463002,419.5027020950823,67.30270209508232,0.8617461895127373
2324,Comedy,Life Is Beautiful (La Vita � bella) (1997),Comedy|Drama,1152,4988,0.8659722222222223,1004.5027020950823,161.3027020950823,0.8616383990712992
1234,Comedy,"Sting, The (1973)",Comedy|Crime,1049,4532,0.8640610104861773,913.3027020950823,149.5027020950823,0.8593320079991499
3307,Comedy,City Lights (1931),Comedy|Drama|Romance,271,1189,0.8774907749077491,244.70270209508234,40.10270209508233,0.8591926223832967
1197,Comedy,"Princess Bride, The (1987)",Action|Adventure|Comedy|Romance,2318,9976,0.860742018981881,2002.1027020950823,329.70270209508226,0.8586062535481652
3030,Comedy,Yojimbo (1961),Comedy|Drama|Western,215,947,0.8809302325581395,196.30270209508234,32.502702095082334,0.8579460908708751
1198,Adventure,Raiders of the Lost Ark (1981),Action|Adventure,2514,11257,0.8955449482895783,2258.3027020950826,269.50270209508244,0.8933847116362886
260,Adventure,Star Wars: Episode IV - A New Hope (1977),Action|Adventure|Fantasy|Sci-Fi,2991,13321,0.8907388833166165,2671.102702095083,333.7027020950822,0.8889436561749596
1204,Adventure,Lawrence of Arabia (1962),Adventure|War,831,3658,0.8803850782190132,738.5027020950823,106.30270209508232,0.874169007953986
1262,Adventure,"Great Escape, The (1963)",Adventure|War,696,3046,0.8752873563218391,616.1027020950823,93.70270209508234,0.8679881816312878
1197,Adventure,"Princess Bride, The (1987)",Action|Adventure|Comedy|Romance,2318,9976,0.860742018981881,2002.1027020950823,329.70270209508226,0.8586062535481652
1196,Adventure,Star Wars: Episode V - The Empire Strikes Back (1980),Action|Adventure|Drama|Sci-Fi|War,2990,12836,0.8585953177257525,2574.1027020950823,429.7027020950824,0.856947223846236
2905,Adventure,Sanjuro (1962),Action|Adventure,69,318,0.9217391304347826,70.50270209508233,12.302702095082328,0.8514263384690586
1254,Adventure,"Treasure of the Sierra Madre, The (1948)",Adventure,453,1943,0.8578366445916115,395.50270209508227,71.30270209508234,0.8472539061136588
919,Adventure,"Wizard of Oz, The (1939)",Adventure|Children's|Drama|Musical,1718,7298,0.849592549476135,1466.5027020950822,265.3027020950823,0.8468057083935798
969,Adventure,"African Queen, The (1951)",Action|Adventure|Romance|War,1057,4494,0.8503311258278146,905.7027020950823,165.10270209508235,0.8458144668965812
260,Fantasy,Star Wars: Episode IV - A New Hope (1977),Action|Adventure|Fantasy|Sci-Fi,2991,13321,0.8907388833166165,2671.102702095083,333.7027020950822,0.8889436561749596
1097,Fantasy,E.T. the Extra-Terrestrial (1982),Children's|Drama|Fantasy|Sci-Fi,2269,8997,0.7930365799911856,1806.3027020950824,476.50270209508216,0.7912644234938091
1073,Fantasy,Willy Wonka and the Chocolate Factory (1971),Adventure|Children's|Comedy|Fantasy,1313,5070,0.7722772277227723,1020.9027020950823,305.9027020950823,0.7694441844078902
2797,Fantasy,Big (1988),Comedy|Fantasy,1491,5749,0.7711602951039571,1156.7027020950823,348.10270209508224,0.7686726129998055
247,Fantasy,Heavenly Creatures (1994),Drama|Fantasy|Romance|Thriller,477,1844,0.7731656184486373,375.7027020950823,115.10270209508235,0.7654819993577632
2872,Fantasy,Excalibur (1981),Action|Drama|Fantasy|Romance,742,2829,0.7625336927223719,572.7027020950823,183.10270209508238,0.7577382999910216
2138,Fantasy,Watership Down (1978),Animation|Children's|Drama|Fantasy,305,1172,0.7685245901639344,241.3027020950823,77.50270209508236,0.756896523470309
2968,Fantasy,Time Bandits (1981),Adventure|Fantasy|Sci-Fi,1010,3731,0.7388118811881188,753.1027020950823,270.7027020950823,0.7355916456514414
1019,Fantasy,"20,000 Leagues Under the Sea (1954)",Adventure|Children's|Fantasy|Sci-Fi,575,2129,0.7405217391304347,432.70270209508226,156.10270209508235,0.7348823550460037
3479,Fantasy,Ladyhawke (1985),Adventure|Fantasy|Romance,542,1991,0.7346863468634687,405.10270209508235,150.70270209508232,0.7288570766693725
912,Romance,Casablanca (1942),Drama|Romance|War,1669,7365,0.8825644098262433,1479.9027020950823,202.90270209508228,0.8794259267352855
3307,Romance,City Lights (1931),Comedy|Drama|Romance,271,1189,0.8774907749077491,244.70270209508234,40.10270209508233,0.8591926223832967
1197,Romance,"Princess Bride, The (1987)",Action|Adventure|Comedy|Romance,2318,9976,0.860742018981881,2002.1027020950823,329.70270209508226,0.8586062535481652
898,Romance,"Philadelphia Story, The (1940)",Comedy|Romance,582,2503,0.8601374570446736,507.5027020950823,88.3027020950823,0.8517927137382955
899,Romance,Singin' in the Rain (1952),Musical|Romance,751,3217,0.8567243675099867,650.3027020950823,114.50270209508231,0.8502851817367495
1172,Romance,Cinema Paradiso (1988),Comedy|Drama|Romance,615,2637,0.8575609756097561,534.3027020950823,94.50270209508234,0.8497107348865872
930,Romance,Notorious (1946),Film-Noir|Romance|Thriller,445,1911,0.8588764044943821,389.10270209508235,69.7027020950823,0.8480778529230399
969,Romance,"African Queen, The (1951)",Action|Adventure|Romance|War,1057,4494,0.8503311258278146,905.7027020950823,165.10270209508235,0.8458144668965812
1247,Romance,"Graduate, The (1967)",Drama|Romance,1261,5354,0.849167327517843,1077.7027020950823,197.10270209508235,0.8453860475903032
2692,Romance,Run Lola Run (Lola rennt) (1998),Action|Crime|Romance,1072,4529,0.8449626865671642,912.7027020950824,173.1027020950823,0.8405766802899743
318,Drama,"Shawshank Redemption, The (1994)",Drama,2227,10143,0.9109115401885945,2035.5027020950824,205.30270209508228,0.9083799504806713
2019,Drama,Seven Samurai (The Magnificent Seven) (Shichinin no samurai) (1954),Action|Drama,628,2864,0.9121019108280255,579.7027020950824,62.102702095082314,0.9032374896041206
858,Drama,"Godfather, The (1972)",Action|Crime|Drama,2223,10059,0.9049932523616734,2018.7027020950823,218.1027020950824,0.9024936627538029
527,Drama,Schindler's List (1993),Drama|War,2304,10392,0.9020833333333333,2085.3027020950826,232.5027020950823,0.899688428685704
1207,Drama,To Kill a Mockingbird (1962),Drama,928,4107,0.8851293103448276,828.3027020950823,113.50270209508236,0.8794839129292527
912,Drama,Casablanca (1942),Drama|Romance|War,1669,7365,0.8825644098262433,1479.9027020950823,202.90270209508228,0.8794259267352855
1193,Drama,One Flew Over the Cuckoo's Nest (1975),Drama,1725,7574,0.8781449275362319,1521.7027020950823,217.10270209508238,0.875142611374505
923,Drama,Citizen Kane (1941),Drama,1116,4898,0.8777777777777778,986.5027020950823,143.30270209508234,0.8731616068009512
908,Drama,North by Northwest (1959),Drama|Thriller,1315,5765,0.8768060836501901,1159.9027020950823,168.90270209508236,0.8728913191032517
1178,Drama,Paths of Glory (1957),Drama|War,230,1029,0.8947826086956522,212.70270209508234,31.10270209508233,0.872428167872675
2019,Action,Seven Samurai (The Magnificent Seven) (Shichinin no samurai) (1954),Action|Drama,628,2864,0.9121019108280255,579.7027020950824,62.102702095082314,0.9032374896041206
858,Action,"Godfather, The (1972)",Action|Crime|Drama,2223,10059,0.9049932523616734,2018.7027020950823,218.1027020950824,0.9024936627538029
1198,Action,Raiders of the Lost Ark (1981),Action|Adventure,2514,11257,0.8955449482895783,2258.3027020950826,269.50270209508244,0.8933847116362886
260,Action,Star Wars: Episode IV - A New Hope (1977),Action|Adventure|Fantasy|Sci-Fi,2991,13321,0.8907388833166165,2671.102702095083,333.7027020950822,0.8889436561749596
1221,Action,"Godfather: Part II, The (1974)",Action|Crime|Drama,1692,7373,0.8715130023640661,1481.5027020950822,224.30270209508242,0.8685062777125092
2028,Action,Saving Private Ryan (1998),Action|Drama|War,2653,11507,0.8674707877874105,2308.3027020950826,358.50270209508227,0.8655684807253682
2571,Action,"Matrix, The (1999)",Action|Sci-Fi|Thriller,2590,11178,0.8631660231660232,2242.5027020950824,361.3027020950822,0.8612405130146603
1197,Action,"Princess Bride, The (1987)",Action|Adventure|Comedy|Romance,2318,9976,0.860742018981881,2002.1027020950823,329.70270209508226,0.8586062535481652
1196,Action,Star Wars: Episode V - The Empire Strikes Back (1980),Action|Adventure|Drama|Sci-Fi|War,2990,12836,0.8585953177257525,2574.1027020950823,429.7027020950824,0.856947223846236
1233,Action,"Boat, The (Das Boot) (1981)",Action|Drama|War,1001,4307,0.8605394605394605,868.3027020950823,146.50270209508236,0.8556346847482602
858,Crime,"Godfather, The (1972)",Action|Crime|Drama,2223,10059,0.9049932523616734,2018.7027020950823,218.1027020950824,0.9024936627538029
50,Crime,"Usual Suspects, The (1995)",Crime|Thriller,1783,8054,0.903421200224341,1617.7027020950823,179.1027020950823,0.9003215920447404
3435,Crime,Double Indemnity (1944),Crime|Film-Noir,551,2433,0.8831215970961888,493.5027020950823,71.30270209508232,0.8737570470004297
1221,Crime,"Godfather: Part II, The (1974)",Action|Crime|Drama,1692,7373,0.8715130023640661,1481.5027020950822,224.30270209508242,0.8685062777125092
1234,Crime,"Sting, The (1973)",Comedy|Crime,1049,4532,0.8640610104861773,913.3027020950823,149.5027020950823,0.8593320079991499
910,Crime,Some Like It Hot (1959),Comedy|Crime,832,3578,0.8600961538461539,722.5027020950823,123.30270209508228,0.8542185927351207
296,Crime,Pulp Fiction (1994),Crime|Drama,2171,9288,0.8556425610317826,1864.5027020950824,320.3027020950823,0.8533953177336597
1213,Crime,GoodFellas (1990),Crime|Drama,1657,7084,0.8550392275196138,1423.7027020950825,247.10270209508226,0.8521056363144501
608,Crime,Fargo (1996),Crime|Drama|Thriller,2513,10692,0.8509351372861123,2145.3027020950826,381.5027020950822,0.8490177749887499
1260,Crime,M (1931),Crime|Film-Noir|Thriller,308,1325,0.8603896103896104,271.9027020950823,49.90270209508233,0.8449289494666371
50,Thriller,"Usual Suspects, The (1995)",Crime|Thriller,1783,8054,0.903421200224341,1617.7027020950823,179.1027020950823,0.9003215920447404
745,Thriller,"Close Shave, A (1995)",Animation|Comedy|Thriller,657,2970,0.9041095890410958,600.9027020950823,69.90270209508236,0.8957928757603363
904,Thriller,Rear Window (1954),Mystery|Thriller,1050,4700,0.8952380952380953,946.9027020950823,116.90270209508229,0.8901089413208274
1212,Thriller,"Third Man, The (1949)",Mystery|Thriller,480,2137,0.8904166666666666,434.3027020950823,59.50270209508234,0.879501719523167
2762,Thriller,"Sixth Sense, The (1999)",Thriller,2459,10835,0.8812525416836112,2173.9027020950825,298.9027020950823,0.8791240501219415
908,Thriller,North by Northwest (1959),Drama|Thriller,1315,5765,0.8768060836501901,1159.9027020950823,168.90270209508236,0.8728913191032517
593,Thriller,"Silence of the Lambs, The (1991)",Drama|Thriller,2578,11219,0.8703646237393328,2250.7027020950823,341.1027020950824,0.8683918547497345
1252,Thriller,Chinatown (1974),Film-Noir|Mystery|Thriller,1185,5142,0.8678481012658228,1035.3027020950824,163.50270209508233,0.8636119744509042
2571,Thriller,"Matrix, The (1999)",Action|Sci-Fi|Thriller,2590,11178,0.8631660231660232,2242.5027020950824,361.3027020950822,0.8612405130146603
1267,Thriller,"Manchurian Candidate, The (1962)",Film-Noir|Thriller,765,3315,0.8666666666666667,669.9027020950823,108.9027020950823,0.8601669922818217
1278,Horror,Young Frankenstein (1974),Comedy|Horror,1193,5071,0.8501257334450963,1021.1027020950822,185.7027020950824,0.8461204255049724
1219,Horror,Psycho (1960),Horror|Thriller,1263,5328,0.8437054631828979,1072.5027020950822,204.30270209508234,0.8399891624639035
1214,Horror,Alien (1979),Action|Horror|Sci-Fi|Thriller,2024,8419,0.8319169960474309,1690.7027020950823,347.10270209508224,0.8296683768816371
1258,Horror,"Shining, The (1980)",Horror,1087,4462,0.8209751609935603,899.3027020950823,201.50270209508233,0.8169497521286945
1387,Horror,Jaws (1975),Action|Horror,1697,6940,0.8179139658220389,1394.9027020950823,315.9027020950823,0.8153485479287345
1997,Horror,"Exorcist, The (1973)",Horror,885,3501,0.7911864406779661,707.1027020950822,191.70270209508237,0.7867138969109682
2648,Horror,Frankenstein (1931),Horror,406,1614,0.7950738916256158,329.7027020950823,90.10270209508231,0.7853703139698809
1348,Horror,"Nosferatu (Nosferatu, eine Symphonie des Grauens) (1922)",Horror,238,950,0.7983193277310925,196.90270209508233,54.90270209508231,0.7819637657434091
2716,Horror,Ghostbusters (1984),Comedy|Horror,2181,8518,0.7811095827602017,1710.5027020950822,484.3027020950824,0.7793413934691037
2664,Horror,Invasion of the Body Snatchers (1956),Horror|Sci-Fi,628,2457,0.782484076433121,498.3027020950823,143.50270209508233,0.7764077691490379
260,Sci-Fi,Star Wars: Episode IV - A New Hope (1977),Action|Adventure|Fantasy|Sci-Fi,2991,13321,0.8907388833166165,2671.102702095083,333.7027020950822,0.8889436561749596
750,Sci-Fi,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1963),Sci-Fi|War,1367,6083,0.8899780541331382,1223.5027020950822,157.30270209508237,0.8860790219840284
2571,Sci-Fi,"Matrix, The (1999)",Action|Sci-Fi|Thriller,2590,11178,0.8631660231660232,2242.5027020950824,361.3027020950822,0.8612405130146603
1196,Sci-Fi,Star Wars: Episode V - The Empire Strikes Back (1980),Action|Adventure|Drama|Sci-Fi|War,2990,12836,0.8585953177257525,2574.1027020950823,429.7027020950824,0.856947223846236
541,Sci-Fi,Blade Runner (1982),Film-Noir|Sci-Fi,1800,7692,0.8546666666666667,1545.3027020950824,268.50270209508227,0.8519671947857249
1214,Sci-Fi,Alien (1979),Action|Horror|Sci-Fi|Thriller,2024,8419,0.8319169960474309,1690.7027020950823,347.10270209508224,0.8296683768816371
1240,Sci-Fi,"Terminator, The (1984)",Action|Sci-Fi|Thriller,2098,8711,0.8304099142040038,1749.1027020950823,362.7027020950824,0.8282499413177837
1200,Sci-Fi,Aliens (1986),Action|Sci-Fi|Thriller|War,1820,7509,0.8251648351648352,1508.7027020950823,325.1027020950823,0.8227169025937883
1253,Sci-Fi,"Day the Earth Stood Still, The (1951)",Drama|Sci-Fi,559,2315,0.8282647584973166,469.9027020950823,102.90270209508235,0.8203531228191419
1199,Sci-Fi,Brazil (1985),Sci-Fi,913,3741,0.8194961664841183,755.1027020950822,171.70270209508234,0.8147370512528302
1147,Documentary,When We Were Kings (1996),Documentary,277,1197,0.8642599277978339,246.3027020950823,44.502702095082334,0.8469674172011571
1189,Documentary,"Thin Blue Line, The (1988)",Documentary,269,1144,0.8505576208178439,235.70270209508234,47.102702095082314,0.8334448302713147
246,Documentary,Hoop Dreams (1994),Documentary,716,2999,0.837709497206704,606.7027020950824,123.1027020950823,0.8313211968720836
2859,Documentary,Stop Making Sense (1984),Documentary,239,1012,0.8468619246861925,209.30270209508234,43.50270209508232,0.8279202051299551
1361,Documentary,Paradise Lost: The Child Murders at Robin Hood Hills (1996),Documentary,159,670,0.8427672955974843,140.90270209508233,31.902702095082322,0.8153836551316715
556,Documentary,"War Room, The (1993)",Documentary,132,558,0.8454545454545455,118.50270209508233,27.302702095082328,0.8127456094873331
2064,Documentary,Roger & Me (1989),Comedy|Documentary,798,3251,0.8147869674185464,657.1027020950823,154.70270209508232,0.8094337617160734
162,Documentary,Crumb (1994),Documentary,491,1995,0.8126272912423625,405.9027020950823,98.90270209508232,0.8040775687539494
3077,Documentary,42 Up (1998),Documentary,88,372,0.8454545454545455,81.30270209508234,20.502702095082327,0.7986089023645065
2677,Documentary,Buena Vista Social Club (1999),Documentary,230,933,0.811304347826087,193.50270209508233,50.302702095082324,0.7936768372211841
527,War,Schindler's List (1993),Drama|War,2304,10392,0.9020833333333333,2085.3027020950826,232.5027020950823,0.899688428685704
750,War,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1963),Sci-Fi|War,1367,6083,0.8899780541331382,1223.5027020950822,157.30270209508237,0.8860790219840284
912,War,Casablanca (1942),Drama|Romance|War,1669,7365,0.8825644098262433,1479.9027020950823,202.90270209508228,0.8794259267352855
1204,War,Lawrence of Arabia (1962),Adventure|War,831,3658,0.8803850782190132,738.5027020950823,106.30270209508232,0.874169007953986
1178,War,Paths of Glory (1957),Drama|War,230,1029,0.8947826086956522,212.70270209508234,31.10270209508233,0.872428167872675
1250,War,"Bridge on the River Kwai, The (1957)",Drama|War,938,4115,0.8773987206823027,829.9027020950823,121.90270209508236,0.871924763656073
1262,War,"Great Escape, The (1963)",Adventure|War,696,3046,0.8752873563218391,616.1027020950823,93.70270209508234,0.8679881816312878
2028,War,Saving Private Ryan (1998),Action|Drama|War,2653,11507,0.8674707877874105,2308.3027020950826,358.50270209508227,0.8655684807253682
1196,War,Star Wars: Episode V - The Empire Strikes Back (1980),Action|Adventure|Drama|Sci-Fi|War,2990,12836,0.8585953177257525,2574.1027020950823,429.7027020950824,0.856947223846236
1233,War,"Boat, The (Das Boot) (1981)",Action|Drama|War,1001,4307,0.8605394605394605,868.3027020950823,146.50270209508236,0.8556346847482602
899,Musical,Singin' in the Rain (1952),Musical|Romance,751,3217,0.8567243675099867,650.3027020950823,114.50270209508231,0.8502851817367495
919,Musical,"Wizard of Oz, The (1939)",Adventure|Children's|Drama|Musical,1718,7298,0.849592549476135,1466.5027020950822,265.3027020950823,0.8468057083935798
1288,Musical,This Is Spinal Tap (1984),Comedy|Drama|Musical,1118,4673,0.8359570661896243,941.5027020950822,190.30270209508237,0.8318591682010489
914,Musical,My Fair Lady (1964),Musical|Romance,636,2642,0.8308176100628931,535.3027020950823,114.50270209508231,0.8237892431230485
2300,Musical,"Producers, The (1968)",Comedy|Musical,658,2727,0.8288753799392097,552.3027020950823,119.50270209508237,0.8221170872551432
945,Musical,Top Hat (1935),Comedy|Musical|Romance,251,1041,0.8294820717131474,215.10270209508232,49.70270209508234,0.8123048045522917
1066,Musical,Shall We Dance? (1937),Comedy|Musical|Romance,175,729,0.8331428571428572,152.70270209508234,36.10270209508232,0.8087835342958737
1947,Musical,West Side Story (1961),Musical|Romance,761,3088,0.8115637319316689,624.5027020950823,150.30270209508234,0.8060123209231093
1220,Musical,"Blues Brothers, The (1980)",Action|Comedy|Musical,1341,5283,0.7879194630872484,1063.5027020950824,291.3027020950822,0.7849855771211597
1035,Musical,"Sound of Music, The (1965)",Musical,882,3468,0.7863945578231293,700.5027020950823,195.3027020950823,0.7819808842617534
904,Mystery,Rear Window (1954),Mystery|Thriller,1050,4700,0.8952380952380953,946.9027020950823,116.90270209508229,0.8901089413208274
1212,Mystery,"Third Man, The (1949)",Mystery|Thriller,480,2137,0.8904166666666666,434.3027020950823,59.50270209508234,0.879501719523167
913,Mystery,"Maltese Falcon, The (1941)",Film-Noir|Mystery,1043,4585,0.8791946308724832,923.9027020950823,132.9027020950824,0.8742410839610284
1252,Mystery,Chinatown (1974),Film-Noir|Mystery|Thriller,1185,5142,0.8678481012658228,1035.3027020950824,163.50270209508233,0.8636119744509042
1284,Mystery,"Big Sleep, The (1946)",Film-Noir|Mystery,541,2333,0.8624768946395563,473.50270209508227,81.30270209508235,0.8534572636080252
903,Mystery,Vertigo (1958),Mystery|Thriller,905,3867,0.854585635359116,780.3027020950823,138.50270209508233,0.8492578499609951
1617,Mystery,L.A. Confidential (1997),Crime|Film-Noir|Mystery|Thriller,2288,9654,0.8438811188811188,1937.7027020950823,364.1027020950824,0.8418186431258367
3730,Mystery,"Conversation, The (1974)",Drama|Mystery,453,1925,0.8498896247240618,391.9027020950823,74.90270209508233,0.8395419131339601
950,Mystery,"Thin Man, The (1934)",Mystery,292,1238,0.8479452054794521,254.50270209508233,51.302702095082324,0.8322374248717337
1269,Mystery,Arsenic and Old Lace (1944),Comedy|Mystery|Thriller,672,2801,0.8336309523809524,567.1027020950823,118.70270209508232,0.8269148925193253
922,Film-Noir,Sunset Blvd. (a.k.a. Sunset Boulevard) (1950),Film-Noir,470,2111,0.8982978723404256,429.10270209508235,54.70270209508231,0.8869324285729127
913,Film-Noir,"Maltese Falcon, The (1941)",Film-Noir|Mystery,1043,4585,0.8791946308724832,923.9027020950823,132.9027020950824,0.8742410839610284
3435,Film-Noir,Double Indemnity (1944),Crime|Film-Noir,551,2433,0.8831215970961888,493.5027020950823,71.30270209508232,0.8737570470004297
1252,Film-Noir,Chinatown (1974),Film-Noir|Mystery|Thriller,1185,5142,0.8678481012658228,1035.3027020950824,163.50270209508233,0.8636119744509042
1267,Film-Noir,"Manchurian Candidate, The (1962)",Film-Noir|Thriller,765,3315,0.8666666666666667,669.9027020950823,108.9027020950823,0.8601669922818217
1284,Film-Noir,"Big Sleep, The (1946)",Film-Noir|Mystery,541,2333,0.8624768946395563,473.50270209508227,81.30270209508235,0.8534572636080252
541,Film-Noir,Blade Runner (1982),Film-Noir|Sci-Fi,1800,7692,0.8546666666666667,1545.3027020950824,268.50270209508227,0.8519671947857249
2186,Film-Noir,Strangers on a Train (1951),Film-Noir|Thriller,482,2075,0.8609958506224067,421.9027020950823,73.9027020950823,0.8509441376182799
930,Film-Noir,Notorious (1946),Film-Noir|Romance|Thriller,445,1911,0.8588764044943821,389.10270209508235,69.7027020950823,0.8480778529230399
1260,Film-Noir,M (1931),Crime|Film-Noir|Thriller,308,1325,0.8603896103896104,271.9027020950823,49.90270209508233,0.8449289494666371
3030,Western,Yojimbo (1961),Comedy|Drama|Western,215,947,0.8809302325581395,196.30270209508234,32.502702095082334,0.8579460908708751
1304,Western,Butch Cassidy and the Sundance Kid (1969),Action|Comedy|Western,1419,5982,0.8431289640591966,1203.3027020950822,229.50270209508238,0.8398228388698746
1283,Western,High Noon (1952),Western,403,1684,0.8357320099255583,343.7027020950823,73.10270209508234,0.8246119139527046
1201,Western,"Good, The Bad and The Ugly, The (1966)",Action|Western,822,3398,0.8267639902676399,686.5027020950823,149.3027020950823,0.8213666705831534
1266,Western,Unforgiven (1992),Western,997,4078,0.8180541624874624,822.5027020950823,188.30270209508228,0.8137102341217236
3671,Western,Blazing Saddles (1974),Comedy|Western,1119,4529,0.8094727435210008,912.7027020950823,220.10270209508238,0.8057012252228507
3037,Western,Little Big Man (1970),Comedy|Drama|Western,591,2390,0.8087986463620981,484.90270209508225,119.90270209508236,0.8017499492160917
599,Western,"Wild Bunch, The (1969)",Western,264,1079,0.8174242424242424,222.70270209508232,55.102702095082336,0.8016499993737948
3365,Western,"Searchers, The (1956)",Western,245,1001,0.8171428571428572,207.10270209508235,51.702702095082316,0.8002255700306309
3508,Western,"Outlaw Josey Wales, The (1976)",Western,365,1476,0.8087671232876712,302.1027020950823,76.70270209508234,0.7975142348904382
